University,State,Private,SATm,SATv,SAT,ACT,SATm25,SATm75,SATv25,SATv75,ACT25,ACT75,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Instate,Outstate,Room.Board,Room,Board,Fees,Books,Personal,PhD,Terminal,S.F.Ratio,perc.Alumni,Expend,Grad.Rate,Sal.Prof,Sal.Assoc,Sal.Assist,Sal.All,Comp.Prof,Comp.Assoc,Comp.Assist,Comp.All,Num.Prof,Num.Assoc,Num.Assist,Num.Instruct,Num.Faculty
University of Texas at Dallas,TX,1,632,556,1188,27,580,690,480,640,24,30,1089,780,410,46,79,2106,2919,784,4536,4953,*,*,724,645,2979,91,96,20.8,*,9094,*,661,505,451,557,810,634,571,692,89,58,59,1,207
Univ. of Texas of the Permian Basin,TX,1,438,401,839,19,*,*,*,*,*,*,116,90,59,14,46,841,704,840,5130,*,3995,*,718,600,2923,84,87,15.5,7,5482,*,457,393,348,384,576,501,449,491,21,18,26,6,76
University of Texas at San Antonio,TX,1,484,423,907,21,430,583,371,477,*,*,4217,3100,1686,17,46,9375,5457,672,4104,5376,5376,*,768,452,1200,94,100,25.3,3,4329,50,546,441,379,429,685,562,489,548,61,120,108,6,314
Texas A&M University at Galveston,TX,1,*,*,*,*,*,*,*,*,*,*,529,481,243,22,47,1206,134,780,4860,3122,1560,1562,320,600,650,103,88,17.4,16,6415,43,570,368,376,393,714,475,482,503,15,15,8,0,63
Texas A&M Univ. at College Station,TX,1,578,491,1069,25,510,640,430,550,22,27,14474,10519,6392,49,85,31643,2798,840,5130,3412,1772,1640,751,600,2144,89,91,23.1,29,8471,69,645,460,394,505,798,587,509,637,652,424,305,2,1546
University of Houston - Downtown,TX,1,*,*,*,*,*,*,*,*,*,*,1541,1541,1108,*,*,3357,4701,672,4104,*,*,*,328,500,2585,75,76,20.6,1,4079,8,503,404,336,365,628,507,429,463,20,53,44,1,153
Brigham Young University at Provo,UT,2,*,*,*,*,*,*,*,*,24,29,7365,5402,4615,48,82,27378,1253,2340,2340,3580,2112,1468,*,860,1220,76,76,20.5,40,7916,33,661,504,431,543,851,668,577,711,577,382,304,49,1372
University of Utah,UT,1,543,484,1027,24,450,620,410,550,21,26,5095,4491,2400,27,53,13894,8374,1954,6857,3975,1550,2425,427,858,3093,89,93,12.8,9,9275,37,615,432,383,498,792,574,514,652,388,231,216,25,860
Utah State University,UT,1,520,480,1000,22,390,560,400,500,19,26,4281,3825,2426,26,53,10657,4257,1650,5775,3315,1335,1980,363,700,1460,83,93,18.7,10,7462,*,518,403,364,420,688,546,497,567,199,165,158,20,583
Southern Utah University,UT,1,*,*,*,*,*,*,*,*,*,*,1685,1640,856,*,*,3684,678,1221,4362,2634,*,*,378,756,1794,62,69,20.5,7,4703,59,421,349,290,335,546,473,413,459,33,48,55,11,147
Weber State University,UT,1,*,*,*,21,*,*,*,*,18,24,2632,2509,1750,*,46,8609,5680,1377,5148,2595,1335,1260,366,537,1752,66,82,23.9,0,5334,38,483,388,341,389,633,522,458,518,160,97,124,61,459
Westminster College of Salt Lake City,UT,2,*,*,*,*,*,*,*,*,19,26,917,720,213,21,60,979,743,8820,8820,4050,1340,2710,60,600,2025,68,83,10.5,34,7170,50,445,367,325,359,578,459,399,448,15,25,35,4,79
Averett College,VA,2,469,424,893,*,400,550,400,550,20,25,627,556,172,16,40,777,538,9925,9925,4135,*,*,350,750,1350,59,67,22.4,11,6523,48,372,319,281,328,454,395,342,400,19,15,11,3,48
Bridgewater College,VA,2,*,*,*,*,*,*,*,*,*,*,838,673,292,22,53,881,55,10265,10265,4725,2215,2510,1000,560,875,68,73,13.2,24,8655,82,450,390,332,383,563,483,417,479,22,15,21,4,62
College of William and Mary,VA,1,640,600,1240,*,590,700,540,650,*,*,7117,3106,1217,68,88,5186,134,2808,11720,4298,2318,1980,1748,600,800,89,92,12.1,31,9534,93,679,499,382,525,827,621,484,650,185,132,123,30,470
Christopher Newport University,VA,1,442,404,870,*,*,*,*,*,*,*,883,766,428,3,37,2910,1749,2332,7860,4750,*,*,904,525,1889,80,82,21.2,16,4639,48,509,442,363,412,632,553,458,515,39,44,68,15,166
Eastern Mennonite College,VA,2,*,*,*,*,450,600,400,550,20,26,486,440,227,19,48,903,59,9650,9650,3800,1900,1900,*,600,1300,46,65,11.4,29,10188,82,387,335,286,325,480,411,355,402,26,13,15,13,69
Emory & Henry College,VA,2,485,445,930,23,440,570,410,540,*,*,765,646,226,30,60,809,32,8578,8578,4408,1920,2488,622,700,1600,79,88,13.9,51,8061,82,440,358,296,363,531,439,351,438,18,19,14,3,54
Ferrum College,VA,2,431,388,819,*,360,500,340,440,*,*,1339,1107,336,12,36,1051,82,9400,9400,4200,4200,*,*,500,1600,53,58,12.5,9,7967,22,415,342,299,353,508,417,362,431,27,21,16,5,69
Hampden - Sydney College,VA,2,564,517,1081,*,510,620,460,570,*,*,817,644,307,20,40,945,1,13218,13218,4773,1903,2870,415,660,600,95,97,13.3,53,12263,69,529,397,338,417,631,481,419,502,28,28,13,0,80
Hampton University,VA,2,475,442,917,*,430,580,420,480,*,*,7178,3755,1433,25,63,4623,740,7161,7161,3518,1838,1680,603,600,2000,60,64,14.0,9,6791,70,494,377,323,359,568,440,374,415,45,86,134,13,297
Hollins College,VA,2,502,505,1007,23,440,550,450,560,20,25,602,498,215,26,58,795,74,13470,13470,5515,3225,2290,234,500,850,78,91,11.1,48,13957,72,498,398,306,388,609,512,374,484,18,27,23,3,71
Longwood College,VA,1,497,455,952,23,450,530,410,490,19,23,2747,1870,724,12,47,2874,118,2606,7920,3962,*,*,1640,550,2200,74,80,18.4,23,5553,62,487,420,336,393,611,529,431,497,33,50,50,17,150
Lynchburg College,VA,2,*,*,*,*,390,510,360,460,*,*,1756,1500,366,3,21,1524,280,12450,12450,5400,2900,2500,100,450,870,62,66,12.4,24,8832,70,465,392,317,395,567,484,396,486,49,36,37,3,125
James Madison University,VA,1,586,521,1107,*,540,640,480,570,*,*,11223,5285,2082,32,72,9652,742,3900,7994,4544,*,*,*,500,732,77,81,17.9,29,5212,98,521,447,366,441,647,560,466,553,187,151,131,39,508
Mary Baldwin College,VA,2,468,461,929,*,425,550,400,560,*,*,499,441,199,26,52,846,377,11200,11200,7400,7400,*,*,600,1300,66,79,6.8,50,10819,90,457,370,311,362,551,457,380,443,13,31,25,2,71
Marymount University,VA,2,467,440,907,*,410,510,380,490,*,*,941,772,214,10,30,1247,776,11390,11390,5280,*,*,*,500,750,77,82,10.6,17,8575,55,524,418,369,448,616,493,434,528,48,30,34,0,112
Old Dominion University,VA,1,494,440,934,*,430,550,390,490,*,*,4569,3110,1251,18,39,8346,2501,3854,9464,4540,*,*,74,600,*,79,86,15.1,17,6727,45,595,451,370,446,731,564,468,557,165,228,156,52,643
Radford University,VA,1,490,460,950,22,410,510,380,470,19,22,5702,4894,1742,15,37,8077,472,2924,6684,4110,4110,*,*,500,900,73,83,19.6,9,4519,62,499,393,354,407,613,488,443,505,137,119,92,43,391
Randolph-Macon College,VA,2,533,483,1016,*,480,580,430,520,*,*,1771,1325,306,21,46,1071,27,13840,13840,3735,1850,1885,325,400,900,77,80,10.7,38,11080,74,522,395,313,399,632,484,385,488,22,30,21,6,79
Randolph-Macon Woman's College,VA,2,517,502,1019,25,470,570,450,560,21,28,696,616,169,35,66,653,56,13970,13970,6110,6110,*,120,370,920,88,97,9.2,24,16358,68,495,411,337,409,623,512,424,512,17,28,18,2,65
Virginia Commonwealth University,VA,1,488,449,937,*,420,550,390,510,*,*,4963,3497,1567,18,45,10262,5065,3034,10217,4182,1620,2562,880,500,3630,81,87,8.7,11,11183,45,610,492,404,491,753,611,501,609,220,310,211,43,784
Roanoke College,VA,2,532,487,1019,*,470,580,430,535,*,*,2227,1790,437,27,54,1460,239,13425,13425,4425,*,*,*,450,1200,85,89,13.0,26,9405,72,494,408,338,412,624,523,422,522,27,37,28,0,92
Shenandoah University,VA,2,477,438,915,20,*,*,*,*,*,*,818,620,218,*,*,868,247,10700,10700,4500,*,*,*,450,1400,60,66,9.2,20,9471,59,463,387,330,392,554,464,394,469,32,26,25,6,89
St. Paul's College,VA,2,*,*,*,*,*,*,*,*,*,*,651,581,243,8,17,617,34,5000,5000,3650,3650,*,515,600,600,45,45,14.0,8,8426,45,319,309,275,290,399,368,341,357,8,9,8,8,33
Sweet Briar College,VA,2,510,500,1010,24,450,570,450,550,21,27,462,402,146,36,68,527,41,14500,14500,6000,6000,*,125,500,600,91,99,6.5,48,18953,61,539,433,372,468,666,524,445,572,28,26,11,0,65
University of Richmond,VA,2,*,*,*,*,590,690,520,620,26,30,5892,2718,756,46,72,2854,594,14500,14500,3285,1880,1405,*,700,1125,75,89,11.7,32,11984,100,711,550,418,565,883,686,512,700,80,70,72,0,222
Mary Washington College,VA,1,*,*,*,*,520,620,480,580,*,*,4350,2178,756,39,78,2997,736,2026,6490,4942,2712,2230,1180,650,2102,75,80,17.6,30,5358,84,475,397,325,401,602,507,421,513,59,43,48,0,157
Clinch Valley Coll. of  the Univ. of Virginia,VA,1,449,406,855,*,*,*,*,*,*,*,689,561,250,15,30,1125,422,3093,7168,3689,1961,1728,*,600,1900,67,67,18.1,9,4417,46,445,352,313,350,552,442,397,440,17,14,18,4,58
George Mason University,VA,1,*,*,*,*,470,570,420,520,*,*,5653,4326,1727,17,29,9528,3822,4044,10800,4840,3150,1690,25,580,1050,93,96,19.3,7,6751,46,753,524,445,568,909,650,550,696,210,266,156,43,675
Virginia Intermont College,VA,2,427,410,837,19,*,*,*,*,*,*,411,354,138,14,42,495,61,8170,8170,3980,3980,*,100,600,3000,32,65,12.3,*,*,48,332,318,279,307,392,373,333,363,7,15,12,0,34
Virginia Military Institute,VA,1,541,484,1025,22,500,600,430,540,20,24,904,683,349,16,34,1191,*,2980,9020,3800,*,*,1420,600,1000,84,84,11.1,51,10709,68,532,446,364,467,668,573,465,590,52,14,24,2,94
Virginia Tech,VA,1,*,*,*,*,529,640,440,550,*,*,15712,11719,4277,29,53,18511,604,3926,10260,3176,*,*,*,740,2200,85,89,13.8,20,8944,73,655,467,404,519,802,582,506,641,598,526,270,91,1485
Virginia State University,VA,1,*,*,*,*,*,*,*,*,*,*,2996,2440,704,2,30,3006,338,1894,5587,4845,2750,2095,1305,500,600,61,63,16.0,11,5733,31,453,416,375,398,554,510,462,489,55,49,59,28,191
Norfolk State University,VA,1,*,*,*,*,*,*,*,*,*,*,4066,3891,1358,*,*,6640,972,2782,6276,3600,2100,1500,35,350,2000,57,57,15.8,*,5000,*,492,429,355,406,618,545,456,516,83,88,92,30,297
Virginia Union University,VA,2,343,317,660,*,*,*,*,*,*,*,1847,1610,453,19,59,1298,67,7384,7384,3494,*,*,458,500,1763,51,67,13.7,8,6757,30,401,351,264,283,459,404,302,324,8,15,37,8,78
Virginia Wesleyan College,VA,2,*,*,*,*,460,580,420,530,*,*,1470,900,287,20,49,1130,417,10900,10900,5100,2800,2300,150,500,550,70,81,15.7,14,7804,68,527,432,356,436,643,534,447,538,28,11,24,9,72
Washington and Lee University,VA,2,*,*,*,*,611,691,563,636,27,31,3315,1096,425,68,93,1584,3,13750,13750,4619,2019,2600,355,680,1115,81,96,9.6,45,15736,90,685,487,397,592,842,605,480,728,84,30,24,0,138
University of Virginia,VA,1,*,*,*,*,590,710,520,630,*,*,15849,5384,2678,74,95,11278,114,3724,12212,3792,1816,1976,756,500,1000,90,92,9.5,22,13597,95,777,517,430,610,953,653,545,757,445,277,201,18,973
Liberty University,VA,2,*,*,*,*,*,*,*,*,*,*,2814,2810,769,*,*,3350,253,5700,5700,4380,4380,*,910,550,*,55,71,17.9,*,*,*,401,341,279,327,458,389,322,375,44,56,51,17,168
Christendom College,VA,2,568,568,1136,23,450,650,490,660,20,26,81,72,51,33,71,139,3,8730,8730,3600,*,*,150,400,800,92,92,9.3,17,10922,58,*,*,279,320,*,*,336,396,1,5,7,0,13
Bennington College,VT,2,551,565,1116,*,500,600,520,620,22,29,519,327,114,25,53,457,2,21700,21700,4100,2100,2000,*,600,500,35,59,10.1,33,16364,55,*,*,*,373,*,*,*,449,0,0,0,0,46
Castleton State College,VT,1,459,416,875,21,385,532,370,485,*,*,1257,940,363,9,22,1547,294,3660,7656,4690,2598,2092,570,400,700,89,91,14.7,8,6318,79,432,355,302,355,580,484,410,480,26,27,34,3,90
Green Mountain College,VT,2,440,440,880,*,410,510,400,490,18,23,780,628,198,7,20,545,42,11750,11750,2700,*,*,300,400,850,77,83,14.0,24,6475,76,416,355,309,342,518,448,390,430,9,11,10,5,35
Johnson State College,VT,1,436,412,848,*,*,*,*,*,*,*,833,669,279,3,13,1224,345,3312,7656,4690,2598,2092,585,500,624,80,91,14.4,15,6564,36,423,349,303,342,550,478,429,469,14,21,29,2,66
Lyndon State College,VT,1,*,*,*,*,*,*,*,*,*,*,535,502,223,6,20,959,150,3168,7320,4640,2092,2548,826,500,600,48,65,12.6,15,7114,51,433,366,293,366,584,501,411,500,18,22,17,0,57
Middlebury College,VT,2,*,*,*,*,610,700,560,650,27,30,3456,1171,451,64,89,2016,39,25750,25750,*,*,*,170,540,1000,87,91,10.5,51,21426,97,678,469,398,512,878,599,493,651,68,33,56,14,182
Norwich University,VT,2,*,*,*,20,430,560,390,490,20,25,1743,1625,626,8,29,1862,382,14134,14134,5270,*,5270,*,500,800,71,74,13.1,22,9209,63,423,356,297,371,545,468,394,484,62,51,32,1,146
Saint Michael's College,VT,2,524,479,1003,*,485,595,440,545,*,*,1910,1380,463,16,64,1715,106,13030,13030,5860,2310,3550,135,500,750,79,88,14.5,34,10190,84,501,414,344,404,675,548,457,540,33,38,46,0,122
Trinity College,VT,2,420,410,830,*,360,480,360,450,*,*,222,185,91,16,41,484,541,11010,11010,5208,3084,2124,260,550,500,58,78,10.4,26,9586,78,364,340,299,325,432,407,365,392,6,20,11,1,40
University of Vermont,VT,1,553,488,1041,*,500,610,440,540,*,*,7663,6008,1735,18,51,7353,1674,6210,15516,4928,3148,1780,442,500,990,87,90,9.9,10,12646,79,606,450,370,458,770,586,486,592,175,174,115,0,555
Central Washington University,WA,1,*,*,*,*,390,520,350,465,*,*,2785,2011,1007,8,65,6507,898,2053,7242,3603,3603,*,75,654,1416,67,89,18.1,0,6413,51,483,355,292,401,596,447,374,501,172,80,72,0,340
Eastern Washington University,WA,1,400,350,750,17,390,520,350,470,17,23,2231,1908,767,*,*,6561,559,2256,7974,3914,2220,1694,120,687,1437,69,80,17.0,4,7451,47,480,406,352,425,601,514,451,537,181,79,74,14,348
Heritage College,WA,2,*,*,*,*,*,*,*,*,*,*,97,62,21,*,*,286,227,5820,5820,*,*,*,20,672,2424,48,52,9.5,13,5188,100,*,359,319,322,*,437,392,395,4,7,9,8,28
Gonzaga University,WA,2,539,492,1031,25,500,599,450,550,23,27,1886,1524,526,31,67,2523,296,13000,13000,4450,4450,*,100,600,2400,78,90,14.7,32,9553,69,616,428,345,420,741,527,432,518,49,83,96,23,251
Pacific Lutheran University,WA,2,531,474,1005,23,440,590,410,530,*,*,1603,1392,504,31,68,2580,302,13312,13312,4488,2240,2248,*,600,1516,78,78,11.0,23,9431,83,494,409,351,422,617,513,434,527,78,88,63,0,229
Seattle Pacific University,WA,2,498,455,953,*,430,580,410,520,*,*,1183,1016,411,42,82,1922,704,12669,12669,4875,*,*,85,600,1250,83,85,16.8,20,10368,66,457,388,335,390,563,485,422,485,50,48,34,7,144
Seattle University,WA,2,525,464,989,24,470,590,410,530,*,*,2115,1540,494,28,72,2993,347,12825,12825,4375,1150,3225,100,500,1500,85,85,12.2,16,10175,89,565,476,408,458,674,572,495,551,53,88,69,14,237
St. Martin's College,WA,2,480,460,940,19,430,550,390,560,16,23,191,165,63,5,25,494,574,11550,11550,4270,*,*,540,300,500,43,77,14.5,8,9209,40,378,347,303,325,441,418,360,386,7,14,28,1,50
University of Puget Sound,WA,2,581,520,1101,26,510,680,450,560,22,27,4044,2826,688,51,83,2738,138,16230,16230,4500,4500,*,140,630,1800,79,86,15.0,17,11217,63,623,469,389,516,788,599,495,655,80,44,51,0,175
University of Washington,WA,1,*,*,*,*,500,640,420,550,22,27,12749,7025,3343,40,81,20356,4582,2907,8199,4218,*,*,*,708,2172,96,94,9.0,10,16527,65,683,485,421,555,838,606,524,687,893,472,352,11,1906
Walla Walla College,WA,2,*,*,*,22,*,*,*,*,19,25,559,402,308,*,*,1522,151,10671,10671,3417,1692,1725,276,705,1675,48,50,11.5,32,7115,*,333,314,300,312,403,382,367,379,45,20,36,13,117
Washington State University,WA,1,*,*,*,*,430,560,370,480,*,*,6540,5839,2440,31,70,14445,1344,2907,8200,4210,3910,*,160,800,2719,84,87,16.9,30,10912,56,597,447,393,470,734,559,488,584,337,281,279,62,965
Western Washington University,WA,1,530,470,1000,24,470,580,420,520,22,26,5548,3563,1549,30,71,8909,506,2406,8124,4144,*,*,*,639,2385,83,89,22.7,10,7203,61,537,444,371,462,665,553,461,573,153,141,67,6,385
Whitman College,WA,2,600,550,1150,27,540,670,500,610,*,*,1861,998,359,45,77,1220,46,16670,16670,4900,2650,2250,155,750,800,80,83,10.5,51,13198,72,568,451,372,476,717,571,468,602,37,32,23,1,93
Whitworth College,WA,2,544,490,1034,24,450,590,410,540,22,27,1121,926,372,43,70,1270,160,12660,12660,4500,*,*,185,678,2424,80,80,16.9,20,8328,80,426,349,279,345,513,426,345,420,26,39,18,10,93
Evergreen State College,WA,1,521,521,1042,*,460,580,460,590,*,*,1801,1101,438,14,50,3065,363,1785,6297,4600,*,*,60,600,1323,75,78,18.1,14,8355,68,*,*,*,430,*,*,*,541,0,0,0,0,154
Alverno College,WI,2,*,*,*,20,*,*,*,*,19,25,494,313,157,23,46,1317,1235,8352,8352,3640,*,*,90,650,2449,36,69,11.1,26,8127,55,438,352,282,314,511,411,332,368,9,31,74,0,114
Beloit College,WI,2,575,549,1124,26,520,640,490,610,23,28,1320,923,284,26,54,1085,81,16304,16304,3616,1748,1868,170,355,715,87,95,11.1,26,12957,69,521,409,357,453,660,512,428,565,42,15,22,1,80
Carthage College,WI,2,520,460,980,22,430,600,390,540,19,25,1616,1427,434,20,43,1405,580,13125,13125,3775,*,*,*,500,1300,74,89,15.9,22,7364,62,434,374,319,371,556,485,406,475,28,18,35,0,81
Concordia University Wisconsin,WI,2,*,*,*,22,*,*,*,*,*,*,845,690,323,*,*,1870,1720,9300,9300,3400,3400,*,60,600,1260,49,51,20.5,4,4677,57,416,391,340,348,507,509,434,443,10,14,35,1,74
Lakeland College,WI,2,*,*,*,20,*,*,*,*,20,22,497,452,231,24,47,887,1957,9400,9400,4005,4005,*,395,500,1000,49,65,17.2,25,4054,57,406,*,321,329,489,*,384,393,11,3,19,8,46
Lawrence University,WI,2,*,*,*,*,530,670,480,630,24,30,1243,947,324,50,77,1129,74,17163,17163,3891,1812,2079,290,525,975,76,92,10.1,57,13965,77,570,425,364,462,691,521,439,561,42,28,31,3,104
Marian College of Fond du Lac,WI,2,*,*,*,20,*,*,*,*,*,*,824,670,337,15,41,1160,653,9400,9400,3400,*,*,150,500,1100,37,37,8.4,21,5352,59,440,371,302,334,548,464,373,414,9,17,41,4,71
Marquette University,WI,2,561,492,1053,25,500,630,440,540,23,28,5152,4600,1685,36,71,7016,804,11610,11610,4760,*,4760,150,600,1950,86,94,13.5,25,9982,77,705,521,426,527,884,662,525,662,94,238,151,0,483
Milwaukee School of Engineering,WI,2,*,*,*,25,*,*,*,*,22,27,1217,1088,496,36,69,1773,884,11505,11505,3255,2055,1200,*,1000,2075,35,46,16.7,23,7140,67,484,411,353,439,609,522,427,551,56,27,20,0,103
Mount Mary College,WI,2,520,510,1030,20,*,*,*,*,*,*,235,217,121,12,32,931,487,8950,8950,3119,*,*,*,550,1125,51,51,10.7,26,7016,78,393,327,282,312,493,393,327,371,8,19,19,6,52
Northland College,WI,2,490,475,965,21,450,570,440,550,*,*,907,802,200,15,30,726,61,9570,9570,3750,1560,2190,230,350,*,58,75,15.9,*,7774,52,375,296,271,325,458,354,344,397,19,15,7,2,44
Ripon College,WI,2,557,513,1070,24,500,640,470,580,22,27,587,501,211,28,52,735,28,15200,15200,4100,1840,2260,190,350,650,87,90,9.4,49,12472,64,491,380,320,409,619,479,401,515,28,23,17,1,69
St. Norbert College,WI,2,614,553,1167,24,560,665,460,615,21,27,1334,1243,568,30,56,1946,95,12140,12140,4450,2355,2095,75,425,1100,74,78,15.1,36,8595,88,546,445,353,415,712,585,457,541,15,45,42,7,109
University of Wisconsin at Madison,WI,1,*,*,*,*,510,660,430,570,23,28,14901,10932,4631,36,80,23945,2200,2737,9096,4290,2050,2240,*,535,1545,93,96,11.5,20,11006,72,666,498,439,573,831,628,566,721,918,287,360,30,1641
University of Wisconsin at Milwaukee,WI,1,*,*,*,22,*,*,*,*,21,25,5244,3782,1930,12,37,11561,7443,2771,8786,2964,1964,1000,*,570,1980,79,87,15.9,8,8094,38,604,465,421,495,761,598,544,632,267,306,192,2,797
University of Wisconsin at Green Bay,WI,1,*,*,*,22,*,*,*,*,20,24,2409,1939,759,17,50,3819,1347,2284,6900,2800,1600,1200,*,475,1200,81,89,22.2,1,5968,46,498,417,356,419,638,541,468,543,52,55,35,3,157
Viterbo College,WI,2,*,*,*,22,*,*,*,*,*,*,647,518,271,17,43,1014,387,9140,9140,3365,1590,1815,70,500,2245,51,65,10.7,31,8050,73,448,366,316,344,553,441,395,423,10,23,28,10,71
University of Wisconsin-Stout,WI,1,*,*,*,21,*,*,*,*,18,21,2593,1966,1030,9,32,6038,579,1916,6704,2592,1404,1188,400,376,1750,78,78,21.0,17,6254,65,502,394,349,412,642,513,460,536,121,71,69,6,300
Univ. of Wisconsin at Eau Claire,WI,1,525,460,985,23,460,585,390,510,20,25,5729,4520,1957,20,52,8516,1264,2208,6996,2705,1565,1140,1070,279,1260,80,*,19.3,28,6139,61,489,410,372,428,627,533,487,555,167,126,112,12,417
Univ.  of Wisconsin at La Crosse,WI,1,*,*,*,*,*,*,*,*,19,24,4918,3965,1704,18,50,7306,707,2369,7157,2270,*,*,*,*,1700,*,78,21.3,7,5946,54,511,424,384,430,653,549,502,556,128,103,90,8,369
Univ. of Wisconsin at Platteville,WI,1,*,*,*,22,*,*,*,*,*,*,2733,2000,917,*,*,4381,437,1920,6400,2515,1175,1340,420,300,1500,66,67,20.6,25,7100,59,517,417,357,437,661,542,470,565,94,57,58,0,221
Univ. of Wisconsin at River Falls,WI,1,*,*,*,*,*,*,*,*,*,*,*,*,*,16,49,4342,478,2304,7092,2500,1376,1124,*,191,1357,69,73,18.1,15,6460,46,485,399,340,420,622,519,449,545,112,57,57,2,238
Univ. of Wisconsin at Stevens Point,WI,1,*,*,*,22,*,*,*,*,20,24,4191,3090,1375,17,46,7198,998,2355,7142,2958,1620,1338,*,300,1230,*,*,19.2,*,*,67,516,423,353,437,658,548,464,565,138,104,84,5,344
University of Wisconsin-Superior,WI,1,*,*,*,21,*,*,*,*,19,23,910,910,342,14,53,1434,417,2050,7032,2780,1408,1372,*,550,1960,75,81,15.2,15,6490,36,501,410,348,432,642,533,459,561,42,26,19,5,97
University of Wisconsin-Whitewater,WI,1,*,*,*,21,*,*,*,*,19,23,4400,3719,1472,12,38,7804,1552,2300,6950,2500,2500,*,*,300,1200,90,95,23.1,16,5559,67,525,434,368,432,670,562,483,559,127,103,99,5,379
University of Wisconsin at Parkside,WI,1,*,*,*,20,*,*,*,*,18,22,1705,1339,772,9,28,2999,1825,*,*,*,*,*,*,*,*,87,93,18.4,13,6855,28,535,427,391,434,680,553,510,561,49,58,37,1,163
Univ. of Wisconsin at OshKosh,WI,1,*,*,*,22,*,*,*,*,*,*,4800,2900,1515,14,48,7764,1472,2158,6874,2394,1450,944,*,518,1890,73,78,19.2,14,5901,56,541,435,374,439,688,562,490,567,104,108,130,4,356
Alderson-Broaddus College,WV,2,443,394,837,20,400,510,350,440,18,22,582,498,172,21,44,799,78,10468,10468,3380,1574,1806,92,660,1800,40,41,11.5,15,8991,52,385,315,272,299,507,402,349,386,9,18,25,11,63
Bethany College,WV,2,479,448,927,23,*,*,*,*,*,*,664,515,210,12,44,712,10,15700,15700,5750,*,*,300,400,1500,80,*,13.0,24,10941,59,397,348,286,340,501,485,358,433,21,6,23,0,50
Bluefield State College,WV,1,420,370,780,19,*,*,*,*,16,21,1046,832,518,15,57,1463,1150,1856,4498,*,*,*,*,600,2026,24,25,16.3,*,2520,42,409,315,268,310,483,388,341,384,23,22,34,12,91
Concord College,WV,2,*,*,*,20,*,*,*,*,13,15,1497,1469,383,*,*,2028,773,2052,4426,3236,1454,1782,*,400,1874,55,62,19.2,22,4311,49,400,342,284,325,505,438,372,420,29,18,35,12,94
Davis & Elkins College,WV,2,437,399,836,19,360,500,340,450,17,22,629,501,183,10,26,754,187,9400,9400,4450,2100,2350,130,400,*,64,70,12.8,26,8813,94,373,305,259,299,480,388,339,386,14,10,14,7,46
Fairmont State College,WV,1,*,*,*,19,*,*,*,*,15,19,2485,1800,1800,10,25,4540,2073,1800,4238,3040,1400,1640,100,600,*,37,37,19.6,*,3191,50,432,362,317,361,526,446,394,445,57,44,45,27,173
Glenville State College,WV,1,*,*,*,19,*,*,*,*,*,*,1246,1246,553,8,22,1595,669,1782,4080,3264,1488,1776,*,600,2000,25,31,17.3,*,3689,65,396,325,274,298,484,405,341,371,12,17,28,16,75
Marshall University,WV,2,465,450,915,23,*,*,*,*,*,*,4226,3666,2007,14,60,7703,2339,1660,5094,4010,2030,1980,330,700,1560,77,86,16.6,10,6203,50,477,390,309,390,576,478,384,477,144,121,102,30,397
University of Charleston,WV,2,505,443,948,21,430,550,370,470,18,23,682,535,204,22,43,771,611,9500,9500,3540,*,*,150,400,750,26,58,2.5,10,7683,57,385,347,324,333,484,440,413,423,10,21,21,15,67
