FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
3613	                   Southern Methodist U.	TX	private	*	*	*	*	*	*	*	*	22	27	 4301	 3455	1166	41	 69	 4892	  387	12772	12772	5078	2652	2426	*	 576	1802	 74	 88	13.5	17	12726	 72	                Southern Methodist University	       Southern Methodist Univ.	TX	I	 733	505	463	550	 918	636	570	 687	158	154	135	  5	 483
3615	                     S.W. Texas State U.	TX	public	482	425	 907	21	420	530	370	480	19	23	 8532	 5316	2421	14	 48	13806	 4277	  840	 4860	3676	*	*	 884	 500	*	 70	 70	21.2	13	 4056	 39	             Southwest Texas State University	    Southwest Texas State Univ.	TX	IIA	 495	410	328	385	 619	521	426	 492	209	135	204	 53	 662
3620	                                 S.W. U.	TX	private	577	526	1103	25	520	640	470	580	23	28	 1244	  912	 352	44	 77	 1177	   43	11850	11850	4675	2150	2525	*	 600	1050	 83	 89	11.3	35	12995	 67	                      Southwestern University	        Southwestern University	TX	IIB	 627	470	373	478	 763	581	465	 590	 22	 33	 25	  3	  83
3621	                         St. Edward's U.	TX	private	483	438	 921	22	420	540	400	490	19	25	 1272	 1012	 375	20	 45	 1732	  936	 9428	 9428	4070	4070	*	*	 600	*	 76	 72	15.7	16	 7037	 46	                      St. Edward's University	        St. Edward's University	TX	IIB	 469	385	331	380	 552	454	392	 448	 12	 45	 24	  2	  83
3623	               St. Mary's U. San Antonio	TX	private	516	454	 970	22	460	560	400	510	20	24	 1243	 1020	 414	33	 60	 2149	  418	 8678	 8678	3858	*	*	 330	 700	1736	 82	 83	16.2	 7	 7651	 72	         St. Mary's University of San Antonio	          St. Mary's University	TX	IIA	 652	474	383	502	 744	560	452	 585	 58	 57	 49	  5	 169
3624	              Stephen F. Austin State U.	TX	public	467	472	 939	21	390	510	380	490	19	22	 5870	 4461	2272	12	 32	 9851	 1289	  780	 4860	3610	3610	*	 618	 200	*	 85	 87	21.4	 3	 3997	 50	           Stephen F. Austin State University	   Stephen F.Austin State Univ.	TX	IIA	 473	379	338	380	 582	478	434	 481	138	 74	114	 37	 391
3625	                       Sul Ross State U.	TX	public	397	347	 744	17	320	460	280	400	14	19	*	*	 305	 7	 20	 1535	  412	  672	 3888	2980	1350	1630	 612	 450	1944	 68	 71	18.8	*	 5478	 28	                    Sul Ross State University	      Sul Ross State University	TX	IIB	 440	368	310	354	 562	474	410	 462	 34	 15	 24	  8	  95
3630	               Prairie View A. and M. U.	TX	public	377	332	 709	17	*	*	*	*	*	*	 2405	 2234	1061	10	 22	 4564	  448	  840	 4290	3500	1580	1920	 820	 598	1582	 55	 93	19.4	 1	 5967	 35	            Prairie View A. and M. University	    Prairie View A&M University	TX	IIA	 485	421	347	369	 616	542	455	 481	 34	 58	 64	 73	 232
3631	                       Tarleton State U.	TX	public	441	391	 832	20	380	510	340	440	18	21	 1195	 1095	 923	*	 28	 4856	  724	  840	 4860	2784	1292	1492	 639	1000	*	 60	 60	21.9	*	 4242	 41	                    Tarleton State University	      Tarleton State University	TX	IIA	 446	399	347	354	 570	516	455	 462	 42	 48	 48	 62	 204
3636	                      Texas Christian U.	TX	private	*	*	*	*	460	600	420	540	21	27	 4095	 3079	1195	33	 64	 5064	  660	 8490	 8490	3320	1920	1400	 990	 650	2400	 81	 93	14.8	23	 9158	 64	                   Texas Christian University	     Texas Christian University	TX	I	 654	477	423	511	 811	599	518	 632	107	109	 99	  9	 336
3639	              Texas A&M U. at Kingsville	TX	public	*	*	*	18	*	*	*	*	*	*	 1822	 1481	1055	10	 33	 4455	  941	*	*	*	*	*	*	*	*	 89	 89	19.7	10	 5049	 42	           Texas A&M University at Kingsville	     Texas A&M Univ.-Kingsville	TX	IIA	 467	393	348	386	 589	502	450	 494	 72	 51	 41	 12	 192
3641	                       Texas Lutheran C.	TX	private	498	436	 934	22	430	550	370	490	19	25	  497	  423	 215	27	 57	  895	  429	 7850	 7850	3410	1490	1920	  50	 490	1700	 54	 58	13.8	24	 7002	 50	                       Texas Lutheran College	         Texas Lutheran College	TX	IIB	 458	370	313	365	 564	456	386	 449	 20	 13	 20	  8	  61
3642	                       Texas Southern U.	TX	public	390	420	 810	19	*	*	*	*	*	*	 4345	 3245	2604	15	 85	 5584	 3101	  780	 7860	3360	1680	1680	*	 600	1700	 65	 75	18.2	21	 3605	 10	                    Texas Southern University	      Texas Southern University	TX	I	 551	455	366	423	 684	573	469	 535	 83	 82	104	 50	 331
3644	                           Texas Tech U.	TX	public	526	456	 982	23	460	590	400	510	20	25	 6334	 5051	2957	25	 58	16785	 2780	  780	 4860	3688	3688	*	 838	 530	*	 82	 92	24.7	24	 5449	 41	                        Texas Tech University	          Texas Tech University	TX	I	 610	429	363	468	 762	550	472	 595	270	216	220	 14	 742
3645	                       Texas Wesleyan U.	TX	private	426	415	 841	20	400	540	360	480	18	23	  592	  501	 279	19	 44	 1204	  392	 6400	 6400	3484	3484	*	 390	 600	1800	 80	 83	14.5	10	 7936	 43	                    Texas Wesleyan University	      Texas Wesleyan University	TX	IIB	 456	536	298	439	 570	656	370	 544	 42	 30	 15	  9	  96
3646	                        Texas Woman's U.	TX	public	*	*	*	*	350	480	320	440	16	21	  989	  777	 474	*	*	 3791	 1961	  647	 2279	2942	1502	1440	 140	 700	1200	 67	 70	14.3	 6	 6637	 35	                     Texas Woman's University	       Texas Woman's University	TX	I	 499	401	342	396	 623	507	438	 501	 93	107	101	 40	 353
3647	                              Trinity U.	TX	private	635	575	1210	*	595	695	515	625	24	30	 2425	 1818	 601	62	 93	 2110	   95	12240	12240	5150	3225	1925	 140	 500	 490	 94	 96	 9.6	20	14703	 93	                           Trinity University	             Trinity University	TX	IIA	 696	477	389	548	 860	610	497	 686	 95	 61	 57	  3	 216
3651	                               U. Dallas	TX	private	593	550	1143	26	530	660	490	600	24	28	  681	  588	 246	44	 74	 1058	   73	10760	10760	6230	4030	2200	  50	 500	1200	 85	 93	13.4	26	 8731	 63	                         University of Dallas	           University of Dallas	TX	IIA	 474	432	364	395	 578	550	446	 489	 23	 35	 25	  1	 108
3652	                  U. Houston-Main Campus	TX	public	537	447	 984	22	*	*	*	*	*	*	 6233	 3990	2150	32	 65	15340	 9355	  672	 4104	3980	*	*	 690	 600	*	*	*	14.6	13	 6895	 32	            University of Houston-Main Campus	          University of Houston	TX	I	 681	462	398	520	 836	585	510	 651	341	288	238	 24	 903
3656	                   U. Texas at Arlington	TX	public	506	434	 940	21	450	580	385	520	19	24	 3281	 2559	1448	19	 43	10975	 8431	 1206	 4422	2780	1440	1340	*	 500	2850	 73	 73	21.0	 4	 4696	 29	             University of Texas at Arlington	    Univ. of Texas at Arlington	TX	I	 581	438	395	455	 724	557	506	 577	185	224	137	  0	 608
3658	                      U. Texas at Austin	TX	public	603	523	1126	25	546	670	466	588	23	28	14752	 9572	5329	48	 85	30017	 5189	  840	 5130	3309	1733	1576	1068	 650	3140	 91	 99	19.7	11	 7837	 65	                University of Texas at Austin	       Univ. of Texas at Austin	TX	I	 732	476	432	577	 888	599	548	 713	997	439	480	 30	2099
3661	                     U. Texas at El Paso	TX	public	*	*	*	19	*	*	*	*	*	*	 3528	 2941	2252	*	 38	 9551	 4817	  672	 4104	*	2460	*	 626	*	*	 88	 92	23.1	*	*	*	               University of Texas at El Paso	      Univ. of Texas at El Paso	TX	IIA	 522	417	365	404	 679	552	488	 535	101	122	142	 10	 423
3663	                      Wayland Baptist U.	TX	private	470	440	 910	20	*	*	*	*	*	*	  253	  216	 196	*	*	  829	 1817	 5100	 5100	2791	1116	1675	 350	 600	1702	 50	 50	13.6	 5	 6271	 91	                   Wayland Baptist University	          Wayland Baptist Univ.	TX	IIB	 433	278	252	311	 502	338	362	 387	 18	 19	 15	 10	  62
3665	                         W. Texas A&M U.	TX	public	450	440	 890	21	*	*	*	*	*	*	 1950	 1506	1023	 7	 35	 4111	 1301	  672	 4104	2706	1246	1460	 626	 500	*	 70	 73	21.9	10	 4717	 34	                    West Texas A&M University	      West Texas A&M University	TX	IIA	 467	358	326	340	 583	457	419	 435	 65	 35	 58	 58	 228
6967	                               Baylor U.	TX	private	*	*	*	*	500	620	430	540	21	25	 6075	 5349	2367	34	 66	 9919	  484	 6450	 6450	3920	2230	1690	 570	 600	1346	 71	 76	18.5	38	 7503	 72	                            Baylor University	              Baylor University	TX	I	 619	474	397	476	 791	610	504	 607	226	131	103	  7	 601
9741	                      U. Texas at Dallas	TX	public	632	556	1188	27	580	690	480	640	24	30	 1089	  780	 410	46	 79	 2106	 2919	  784	 4536	4953	*	*	 724	 645	2979	 91	 96	20.8	*	 9094	*	                University of Texas at Dallas	       Univ. of Texas at Dallas	TX	I	 661	505	451	557	 810	634	571	 692	 89	 58	 59	  1	 207
9930	           U. Texas of the Permian Basin	TX	public	438	401	 839	19	*	*	*	*	*	*	  116	   90	  59	14	 46	  841	  704	  840	 5130	*	3995	*	 718	 600	2923	 84	 87	15.5	 7	 5482	*	          Univ. of Texas of the Permian Basin	   Univ. of Texas -Permian Bsn.	TX	IIB	 457	393	348	384	 576	501	449	 491	 21	 18	 26	  6	  76
10115	                 U. Texas at San Antonio	TX	public	484	423	 907	21	430	583	371	477	*	*	 4217	 3100	1686	17	 46	 9375	 5457	  672	 4104	5376	5376	*	 768	 452	1200	 94	100	25.3	 3	 4329	 50	           University of Texas at San Antonio	    Univ. of Texas -San Antonio	TX	IIA	 546	441	379	429	 685	562	489	 548	 61	120	108	  6	 314
10298	               Texas A&M U. at Galveston	TX	public	*	*	*	*	*	*	*	*	*	*	  529	  481	 243	22	 47	 1206	  134	  780	 4860	3122	1560	1562	 320	 600	 650	103	 88	17.4	16	 6415	 43	            Texas A&M University at Galveston	    Texas A&M Univ.at Galveston	TX	IIB	 570	368	376	393	 714	475	482	 503	 15	 15	  8	  0	  63
10366	              Texas A&M U. at C. Station	TX	public	578	491	1069	25	510	640	430	550	22	27	14474	10519	6392	49	 85	31643	 2798	  840	 5130	3412	1772	1640	 751	 600	2144	 89	 91	23.1	29	 8471	 69	           Texas A&M Univ. at College Station	    Texas A & M University-Main	TX	I	 645	460	394	505	 798	587	509	 637	652	424	305	  2	1546
12826	                   U. Houston - Downtown	TX	public	*	*	*	*	*	*	*	*	*	*	 1541	 1541	1108	*	*	 3357	 4701	  672	 4104	*	*	*	 328	 500	2585	 75	 76	20.6	 1	 4079	  8	             University of Houston - Downtown	      Univ. of Houston-Downtown	TX	IIB	 503	404	336	365	 628	507	429	 463	 20	 53	 44	  1	 153
3670	               Brigham Young U. at Provo	UT	private	*	*	*	*	*	*	*	*	24	29	 7365	 5402	4615	48	 82	27378	 1253	 2340	 2340	3580	2112	1468	*	 860	1220	 76	 76	20.5	40	 7916	 33	            Brigham Young University at Provo	       Brigham Young University	UT	I	 661	504	431	543	 851	668	577	 711	577	382	304	 49	1372
3675	                                 U. Utah	UT	public	543	484	1027	24	450	620	410	550	21	26	 5095	 4491	2400	27	 53	13894	 8374	 1954	 6857	3975	1550	2425	 427	 858	3093	 89	 93	12.8	 9	 9275	 37	                           University of Utah	             University of Utah	UT	I	 615	432	383	498	 792	574	514	 652	388	231	216	 25	 860
3677	                           Utah State U.	UT	public	520	480	1000	22	390	560	400	500	19	26	 4281	 3825	2426	26	 53	10657	 4257	 1650	 5775	3315	1335	1980	 363	 700	1460	 83	 93	18.7	10	 7462	*	                        Utah State University	          Utah State University	UT	I	 518	403	364	420	 688	546	497	 567	199	165	158	 20	 583
3678	                        Southern Utah U.	UT	public	*	*	*	*	*	*	*	*	*	*	 1685	 1640	 856	*	*	 3684	  678	 1221	 4362	2634	*	*	 378	 756	1794	 62	 69	20.5	 7	 4703	 59	                     Southern Utah University	       Southern Utah University	UT	IIB	 421	349	290	335	 546	473	413	 459	 33	 48	 55	 11	 147
3680	                          Weber State U.	UT	public	*	*	*	21	*	*	*	*	18	24	 2632	 2509	1750	*	 46	 8609	 5680	 1377	 5148	2595	1335	1260	 366	 537	1752	 66	 82	23.9	 0	 5334	 38	                       Weber State University	         Weber State University	UT	IIB	 483	388	341	389	 633	522	458	 518	160	 97	124	 61	 459
3681	        Westminster C. of Salt Lake City	UT	private	*	*	*	*	*	*	*	*	19	26	  917	  720	 213	21	 60	  979	  743	 8820	 8820	4050	1340	2710	  60	 600	2025	 68	 83	10.5	34	 7170	 50	        Westminster College of Salt Lake City	   Westminster Coll. Slt.Lke.Cy	UT	IIB	 445	367	325	359	 578	459	399	 448	 15	 25	 35	  4	  79
3702	                              Averett C.	VA	private	469	424	 893	*	400	550	400	550	20	25	  627	  556	 172	16	 40	  777	  538	 9925	 9925	4135	*	*	 350	 750	1350	 59	 67	22.4	11	 6523	 48	                              Averett College	                Averett College	VA	IIB	 372	319	281	328	 454	395	342	 400	 19	 15	 11	  3	  48
3704	                          Bridgewater C.	VA	private	*	*	*	*	*	*	*	*	*	*	  838	  673	 292	22	 53	  881	   55	10265	10265	4725	2215	2510	1000	 560	 875	 68	 73	13.2	24	 8655	 82	                          Bridgewater College	            Bridgewater College	VA	IIB	 450	390	332	383	 563	483	417	 479	 22	 15	 21	  4	  62
3705	                  C. of William and Mary	VA	public	640	600	1240	*	590	700	540	650	*	*	 7117	 3106	1217	68	 88	 5186	  134	 2808	11720	4298	2318	1980	1748	 600	 800	 89	 92	12.1	31	 9534	 93	                  College of William and Mary	    College of William and Mary	VA	I	 679	499	382	525	 827	621	484	 650	185	132	123	 30	 470
3706	                  Christopher Newport U.	VA	public	442	404	 870	*	*	*	*	*	*	*	  883	  766	 428	 3	 37	 2910	 1749	 2332	 7860	4750	*	*	 904	 525	1889	 80	 82	21.2	16	 4639	 48	               Christopher Newport University	      Christopher Newport Univ.	VA	IIB	 509	442	363	412	 632	553	458	 515	 39	 44	 68	 15	 166
3708	                         E. Mennonite C.	VA	private	*	*	*	*	450	600	400	550	20	26	  486	  440	 227	19	 48	  903	   59	 9650	 9650	3800	1900	1900	*	 600	1300	 46	 65	11.4	29	10188	 82	                    Eastern Mennonite College	   Eastern Mennonite Coll.&Sem.	VA	IIB	 387	335	286	325	 480	411	355	 402	 26	 13	 15	 13	  69
3709	                        Emory & Henry C.	VA	private	485	445	 930	23	440	570	410	540	*	*	  765	  646	 226	30	 60	  809	   32	 8578	 8578	4408	1920	2488	 622	 700	1600	 79	 88	13.9	51	 8061	 82	                        Emory & Henry College	        Emory and Henry College	VA	IIB	 440	358	296	363	 531	439	351	 438	 18	 19	 14	  3	  54
3711	                               Ferrum C.	VA	private	431	388	 819	*	360	500	340	440	*	*	 1339	 1107	 336	12	 36	 1051	   82	 9400	 9400	4200	4200	*	*	 500	1600	 53	 58	12.5	 9	 7967	 22	                               Ferrum College	                 Ferrum College	VA	IIB	 415	342	299	353	 508	417	362	 431	 27	 21	 16	  5	  69
3713	                     Hampden - Sydney C.	VA	private	564	517	1081	*	510	620	460	570	*	*	  817	  644	 307	20	 40	  945	    1	13218	13218	4773	1903	2870	 415	 660	 600	 95	 97	13.3	53	12263	 69	                     Hampden - Sydney College	         Hampden-Sydney College	VA	IIB	 529	397	338	417	 631	481	419	 502	 28	 28	 13	  0	  80
3714	                              Hampton U.	VA	private	475	442	 917	*	430	580	420	480	*	*	 7178	 3755	1433	25	 63	 4623	  740	 7161	 7161	3518	1838	1680	 603	 600	2000	 60	 64	14.0	 9	 6791	 70	                           Hampton University	             Hampton University	VA	IIA	 494	377	323	359	 568	440	374	 415	 45	 86	134	 13	 297
3715	                              Hollins C.	VA	private	502	505	1007	23	440	550	450	560	20	25	  602	  498	 215	26	 58	  795	   74	13470	13470	5515	3225	2290	 234	 500	 850	 78	 91	11.1	48	13957	 72	                              Hollins College	                Hollins College	VA	IIB	 498	398	306	388	 609	512	374	 484	 18	 27	 23	  3	  71
3719	                             Longwood C.	VA	public	497	455	 952	23	450	530	410	490	19	23	 2747	 1870	 724	12	 47	 2874	  118	 2606	 7920	3962	*	*	1640	 550	2200	 74	 80	18.4	23	 5553	 62	                             Longwood College	               Longwood College	VA	IIB	 487	420	336	393	 611	529	431	 497	 33	 50	 50	 17	 150
3720	                            Lynchburg C.	VA	private	*	*	*	*	390	510	360	460	*	*	 1756	 1500	 366	 3	 21	 1524	  280	12450	12450	5400	2900	2500	 100	 450	 870	 62	 66	12.4	24	 8832	 70	                            Lynchburg College	              Lynchburg College	VA	IIA	 465	392	317	395	 567	484	396	 486	 49	 36	 37	  3	 125
3721	                        James Madison U.	VA	public	586	521	1107	*	540	640	480	570	*	*	11223	 5285	2082	32	 72	 9652	  742	 3900	 7994	4544	*	*	*	 500	 732	 77	 81	17.9	29	 5212	 98	                     James Madison University	       James Madison University	VA	IIA	 521	447	366	441	 647	560	466	 553	187	151	131	 39	 508
3723	                         Mary Baldwin C.	VA	private	468	461	 929	*	425	550	400	560	*	*	  499	  441	 199	26	 52	  846	  377	11200	11200	7400	7400	*	*	 600	1300	 66	 79	 6.8	50	10819	 90	                         Mary Baldwin College	           Mary Baldwin College	VA	IIB	 457	370	311	362	 551	457	380	 443	 13	 31	 25	  2	  71
3724	                            Marymount U.	VA	private	467	440	 907	*	410	510	380	490	*	*	  941	  772	 214	10	 30	 1247	  776	11390	11390	5280	*	*	*	 500	 750	 77	 82	10.6	17	 8575	 55	                         Marymount University	           Marymount University	VA	IIA	 524	418	369	448	 616	493	434	 528	 48	 30	 34	  0	 112
3728	                         Old Dominion U.	VA	public	494	440	 934	*	430	550	390	490	*	*	 4569	 3110	1251	18	 39	 8346	 2501	 3854	 9464	4540	*	*	  74	 600	*	 79	 86	15.1	17	 6727	 45	                      Old Dominion University	        Old Dominion University	VA	I	 595	451	370	446	 731	564	468	 557	165	228	156	 52	 643
3732	                              Radford U.	VA	public	490	460	 950	22	410	510	380	470	19	22	 5702	 4894	1742	15	 37	 8077	  472	 2924	 6684	4110	4110	*	*	 500	 900	 73	 83	19.6	 9	 4519	 62	                           Radford University	             Radford University	VA	IIA	 499	393	354	407	 613	488	443	 505	137	119	 92	 43	 391
3733	                       Randolph-Macon C.	VA	private	533	483	1016	*	480	580	430	520	*	*	 1771	 1325	 306	21	 46	 1071	   27	13840	13840	3735	1850	1885	 325	 400	 900	 77	 80	10.7	38	11080	 74	                       Randolph-Macon College	         Randolph-Macon College	VA	IIB	 522	395	313	399	 632	484	385	 488	 22	 30	 21	  6	  79
